,genres,tmdbId,overview,tagline,title,keywords,cast,movieId,director
624,['Comedy'],47449,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?","A hilarious heart-ringing fable about life, love and hangups.",Denise Calls Up,"['answering machine', 'telephone', 'masturbation', 'telephone sex']","['Tim Daly', 'Caroleen Feeney', 'Dan Gunther', 'Dana Wheeler-Nicholson', 'Liev Schreiber', 'Aida Turturro', 'Alanna Ubach', 'Sylvia Miles']",633,Hal Salwen
625,"['Fantasy', 'Science Fiction', 'Family']",36259,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",The world's toughest cop is getting a brand new partner. And he's a real blast from the past!,Theodore Rex,"['cop', 'dinosaur']","['Whoopi Goldberg', 'George Newbern', 'Richard Roundtree', 'Carol Kane', 'Armin Mueller-Stahl', 'Juliet Landau', 'Bud Cort', 'Joe Dallesandro', 'Stephen McHattie', 'Peter MacKenzie']",634,Jonathan R. Betuel
626,"['Comedy', 'Drama']",41852,"Earl Pilcher Jr., runs an equipment rental outfit in Arkansas, lives with his wife and kids and parents, and rarely takes off his gimme cap. His mother dies, leaving a letter explaining he's not her natural son, but the son of a Black woman who died in childbirth; plus, he has a half brother Ray, in Chicago, she wants him to visit. Earl makes the trip, initially receiving a cold welcome from Ray and Ray's son, Virgil. His birth mother's sister, Aunt T., an aged and blind matriarch, takes Earl in tow and insists that the family open up to him.","With family, everything is relative.",A Family Thing,"['letter', 'arkansas', 'childbirth', 'biracial', 'matriarchy']","['Robert Duvall', 'James Earl Jones', 'Michael Beach', 'Irma P. Hall', 'Grace Zabriskie', 'Regina Taylor', 'David Keith', 'Jacqueline Williams', 'Sylvester Stallone']",635,Richard Pearce
627,"['Drama', 'Thriller']",40926,"A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",,Frisk,[],"['Michael Gunther', 'Craig Chester', 'Michael Stock', ""Raoul O'Connell"", 'Jaie Laplante', 'Parker Posey', 'Alexis Arquette']",636,Todd Verow
628,"['Comedy', 'Family']",9099,The army is known for churning out lean mean fighting machines intent on protecting our great nation. Martin is the inexplicable the incorrigible the invicible sgt. Ernie bilko leader of a ragtag group of the sorriest soldiers ever to enlist in the armed forces.,All he ever wanted was an honest week's pay for an honest day's work.,Sgt. Bilko,"['gulf war', 'u.s. army', 'based on tv series', 'military spoof']","['Steve Martin', 'Dan Aykroyd', 'Phil Hartman', 'Glenne Headly', 'Daryl Mitchell', 'Chris Rock', 'Mitchell Whitfield', 'Eric Edwards', 'Austin Pendleton', 'Debra Jo Rupp', 'Max Casella', 'Richard Herd', 'Dan Ferro', 'Brian Leckner']",637,Jonathan Lynn
629,"['Comedy', 'Drama', 'Romance']",2021,"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.","She's not proper, she's not fitting, she's not British, but to Jack she's a breath of fresh air.",Jack & Sarah,"['london england', 'depression', 'baby', 'nanny', 'daughter']","['Richard E. Grant', 'Samantha Mathis', 'Judi Dench', 'Eileen Atkins', 'Cherie Lunghi', 'Imogen Stubbs', 'David Swift', 'Kate Hardie', 'Laurent Grévill', 'Ian McKellen', 'Niven Boyd', 'Lorraine Ashbourne', 'Deborah Findlay', 'Tracy Thorne', 'Tracy Thorne', 'John Grillo', 'Claire Toeman', 'Geff Francis', 'Richard Leaf', 'Andrew Read']",638,Tim Sullivan
630,['Comedy'],61752,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.","A fresh, sassy and sexy comedy!",Girl 6,"['independent film', 'neighbor', 'masturbation', 'phone sex', 'actress']","['Theresa Randle', 'Isaiah Washington', 'Spike Lee', 'Jenifer Lewis', 'Debi Mazar', 'Peter Berg', 'Michael Imperioli', 'Kristen Wilson', 'Debra Wilson', 'Naomi Campbell', 'Gretchen Mol', 'Richard Belzer', 'Larry Pine', 'Coati Mundi', 'Delilah Cotto', 'Madonna', 'John Turturro', 'Quentin Tarantino', 'Ron Silver', 'Joie Lee']",639,Spike Lee
631,"['Drama', 'Horror', 'Mystery', 'Thriller']",10988,"The wife and mistress of a cruel school master collaborate in a carefully planned and executed attempt to murder him. The plan goes well until the body, which has been strategically dumped, disappears. The strain starts to tell on the two women as a retired police investigator who is looking into the disappearance on a whim begins to think that they know more than they are telling, and their mental state is not helped when their victim is seen, apparently alive and well by one of the pupils.",Two women. One man. The combination can be murder.,Diabolique,"['wife husband relationship', 'violent husband', 'planned murder', 'romantic rivalry', 'extramarital affair', 'missing body']","['Sharon Stone', 'Isabelle Adjani', 'Chazz Palminteri', 'Kathy Bates', 'Spalding Gray', 'Shirley Knight', 'Allen Garfield', 'Adam Hann-Byrd', 'Donal Logue', 'Diana Bellamy', 'J.J. Abrams', ""O'Neal Compton"", ""Bingo O'Malley"", 'Stephen Liska', 'Clea Lewis']",640,Jeremiah S. Chechik
632,"['Adventure', 'Drama', 'Comedy', 'Family']",11479,"Stephen, an international trader, tracks down his ex-wife Patricia in some Amazonian backwater. He needs her consent to a divorce so that he can marry Charlotte. Unfortunately, he discovers a son he didn’t know he had – Mimi-Siku. The young jungle boy yearns to see Paris so Stephen reluctantly agrees to take him back home with him for a few days. How will Mimi-Siku react to life in the great metropolis?","The city is a jungle. Some are just better prepared for it, than others.","Little Indian, Big City","['paris', 'father son relationship', 'amazon', 'jungle', 'ex-wife']","['Patrick Timsit', 'Ludwig Briand', 'Miou-Miou', 'Thierry Lhermitte', 'Arielle Dombasle']",641,Hervé Palud
633,"['Romance', 'Drama']",398959,"Troubled Roula finds herself drawn to Leon, an author of children's books who has suffered an enormous emotional and creative blockage ever since his wife died in a motorcycle accident two years before. Leon has only his 12-year-old daughter Tanja to keep him company. As romance blooms between Leon and Roula, his daughter approves. Unfortunately, Roula is carrying heavy emotional baggage stemming from the incest she suffered at the hands of her father.",,Roula,[],"['Anica Dobra', 'Martin Umbach', 'Tina Hamperl', 'Ernst Jacobi', 'Felicitas Grimm-Luck', 'Irene Hagensby', 'Rosa Greve', 'Birgit Thøt Jensen', 'Julia Burger', 'Ingeborg Nees', 'Gerhard Nörr', 'Jan Jensen', 'Tom Schmidt']",642,Martin Enlen
634,['Comedy'],287305,,,Peanuts – Die Bank zahlt alles,[],"['Ulrich Mühe', 'Iris Berben', 'Marita Marschall', 'Rufus Beck', 'Rüdiger Vogler', 'Sonja Kirchberger', 'Traugott Buhre', 'Hans-Michael Rehberg', 'Ralf Richter', 'Heinz Schenk', 'Nele Mueller-Stöfen']",643,Carlo Rola
635,['Comedy'],339428,,,Happy Weekend,"['sex', 'adultery', 'group sex', 'bisexuality']","['Erik Goertz', 'Anton Rattinger', 'Dieter Wardetzky', 'Isabel Trimborn', 'Ralf Richter', 'Ellen Umlauf', 'Jörg Friedrich']",644,
636,"['Drama', 'Romance']",12652,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",,Nelly and Monsieur Arnaud,"['age difference', 'retiree']","['Emmanuelle Béart', 'Michel Serrault', 'Jean-Hugues Anglade', 'Claire Nadeau', 'Michael Lonsdale', 'Françoise Brion', 'Michèle Laroque', 'Jean-Pierre Lorit', 'Michel Albertini', 'Coraly Zahonero', 'Graziella Delerm', 'Olivier Pajot', 'Alexandre Chappuis', 'Charles Berling']",645,Claude Sautet
637,"['Drama', 'Thriller', 'Mystery', 'War']",10684,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",A medal for honor. A search for justice. A battle for truth.,Courage Under Fire,"['gulf war', 'pilot', 'u.s. army', 'praise', 'rescue mission', 'dead soldier', 'tank', 'medal']","['Denzel Washington', 'Meg Ryan', 'Lou Diamond Phillips', 'Matt Damon', 'Michael Moriarty', 'Michole Briana White', 'Bronson Pinchot', 'Amy Hathaway', 'Diane Baker', 'Seth Gilliam', 'Regina Taylor', 'Zeljko Ivanek', 'Scott Glenn', 'Tim Guinee', 'Tim Ransom', 'Sean Astin', 'Ned Vaughn', 'Manny Pérez', 'David McSwain', 'Korey Coleman']",647,Edward Zwick
638,"['Adventure', 'Action', 'Thriller']",954,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",Expect the Impossible.,Mission: Impossible,"['paris', 'london england', 'spy', 'cia', 'terrorist', 'secret identity', 'undercover', 'arms deal', 'headquarter', 'secret base', 'secret mission', 'prague', 'embassy', 'secret agent', 'tgv', 'computer', 'mission', 'based on tv series', 'espionage', 'agent']","['Tom Cruise', 'Jon Voight', 'Emmanuelle Béart', 'Henry Czerny', 'Jean Reno', 'Ving Rhames', 'Kristin Scott Thomas', 'Vanessa Redgrave', 'Dale Dye', 'Marcel Iureș', 'Ion Caramitru', 'Ingeborga Dapkunaite', 'Valentina Yakunina', 'Marek Vašut', 'Nathan Osgood', 'Emilio Estevez', 'Michael Rogers', 'Keith Campbell', 'John McLaughlin', 'Karel Dobrý', 'Andreas Wisniewski', 'Ricco Ross', 'Mark Houghton', 'Annabel Mullion', 'Garrick Hagon', 'Olegar Fedoro', 'David Schneider', 'Helen Lindsay', 'John Knoll', 'Rolf Saxon']",648,Brian De Palma
639,"['Drama', 'Comedy']",68445,A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,,Cold Fever,['road movie'],"['Masatoshi Nagase', 'Lili Taylor', 'Fisher Stevens', 'Gísli Halldórsson', 'Laura Hughes', 'Seijun Suzuki', 'Hiromasa Shimada', 'Masayuki Sasaki']",649,Friðrik Þór Friðriksson
640,"['Drama', 'Romance']",18989,"The daughter of a thief, young Moll is placed in the care of a nunnery after the execution of her mother. However, the actions of an abusive priest lead Moll to rebel as a teenager, escaping to the dangerous streets of London. Further misfortunes drive her to accept a job as a prostitute from the conniving Mrs. Allworthy. It is there that Moll first meets Hibble, who is working as Allworthy's servant but takes a special interest in the young woman's well-being. With his help, she retains hope for the future, ultimately falling in love with an unconventional artist who promises the possibility of romantic happiness.",The remarkable story of one woman's unbreakable spirit.,Moll Flanders,"['shipwreck', 'reunion', 'death of husband', 'evil priest', 'mother daughter reunion']","['Robin Wright', 'Morgan Freeman', 'Stockard Channing', 'John Lynch', 'Brenda Fricker', 'Geraldine James', 'Jim Sheridan', 'Aisling Corcoran']",650,Pen Densham
641,['Comedy'],10801,,,The Superwife,"['married couple', 'book', 'deceived wife', 'marriage crisis', 'divorce', 'divorce lawyer']","['Veronica Ferres', 'Til Schweiger', 'Joachim Król', 'Liselotte Pulver', 'Thomas Heinze', 'Richy Müller', 'Maren Kroymann', 'Esther Schweins', 'Armin Rohde', 'Heiner Lauterbach', 'Jonathan Beck', 'Marco Bretscher-Coschignano', 'Arabella Kiesbauer', 'Burghart Klaußner', 'Anya Hoffmann', 'Pierre Sanoussi-Bliss', 'Christiane Blumhoff', 'Johann von Bülow', 'Hera Lind']",651,Sönke Wortmann
642,"['Horror', 'Mystery', 'Thriller']",54285,"Two obsessive-compulsives, a chef and an anorexic writer, are neighbors in an apartment building. The chef (301) tries to entice her neighbor to eat with fabulous meals. The writer (302) refuses to eat, and this refusal begins a turbulent relationship that forces both women to delve into their pasts of torment.",Two apartments. Two women. One shocking mystery.,"301, 302","['neighbor', 'chef', 'anorexic']","['Pang Eun-jin', 'Hwang Shin-hye', 'Kim Choo-ryeon', 'Park Cheol-Ho']",652,Park Chul-soo
643,['Fantasy'],8840,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",You will believe.,DragonHeart,"['magic', 'kingdom', 'despot', 'immortality', 'village', 'forest', 'army', 'horror', 'partner', 'revenge', 'knight', 'battle', 'medieval', 'dragonheart']","['Dennis Quaid', 'David Thewlis', 'Pete Postlethwaite', 'Dina Meyer', 'Julie Christie', 'Sean Connery', 'John Gielgud', 'Lee Oakes', 'Brian Thompson', 'Jason Isaacs', 'Wolf Christian', ""Terry O'Neill"", 'Eva Vejmělková', 'Milan Bahúl', 'Peter Hric', 'Sandra Kovacicova', 'Kyle Cohen', 'Thom Baker']",653,Rob Cohen
644,['Drama'],278978,,,Und keiner weint mir nach,[],"['Peter Ketnath', 'Nina Hoss', 'Steffen Schroeder', 'Susanna Wellenbrink', 'Andreas Nickl', 'Tina Engel', 'Thomas Anzenhofer', 'Monika Baumgartner', 'Burghart Klaußner']",654,Joseph Vilsmaier
